InventoryID,DateKey,ProductID,RegionID,OpeningStock,ClosingStock
I047365,20230918,P0165,8,307,1577
I047366,20250817,P0083,40,427,1099
I047367,20220310,P0428,80,2592,659
I047368,20220301,P0188,55,815,3182
I047369,20240701,P0259,125,392,1386
I047370,20251117,P0035,67,4789,314
I047371,20231230,P0343,39,4482,1657
I047372,20251222,P0125,79,4646,2279
I047373,20221207,P0437,3,622,1214
I047374,20251103,P0134,5,3079,2505
I047375,20221117,P0200,134,2421,278
I047376,20240112,P0221,77,2231,3809
I047377,20241014,P0318,3,2362,3846
I047378,20240507,P0331,52,1429,3104
I047379,20251210,P0150,69,792,1377
I047380,20221223,P0187,53,623,2187
I047381,20250511,P0477,45,4774,159
I047382,20250612,P0364,87,765,417
I047383,20221013,P0296,51,4900,825
I047384,20230119,P0086,74,4615,2240
I047385,20240829,P0075,103,1761,3822
I047386,20251223,P0156,122,2067,2808
I047387,20230426,P0209,74,4278,926
I047388,20250324,P0025,147,3955,1020
I047389,20250414,P0344,48,4200,1177
I047390,20230823,P0371,25,328,1139
I047391,20250926,P0027,75,180,3137
I047392,20230517,P0024,148,1689,1477
I047393,20251022,P0391,147,2889,3835
I047394,20250204,P0435,110,2216,478
I047395,20250607,P0323,142,1308,1497
I047396,20220809,P0271,116,4263,784
I047397,20250712,P0483,20,3090,2692
I047398,20230131,P0475,79,802,2813
I047399,20220926,P0446,112,4450,3669
I047400,20240916,P0405,31,3754,3580
I047401,20221204,P0456,21,715,2854
I047402,20240329,P0403,138,4620,1714
I047403,20231210,P0007,94,2831,687
I047404,20221119,P0455,75,3860,450
I047405,20220303,P0260,87,3009,3851
I047406,20240515,P0461,90,1768,2944
I047407,20220624,P0255,58,504,2993
I047408,20220522,P0054,61,1935,1539
I047409,20220311,P0211,110,3385,575
I047410,20250404,P0172,2,1616,3471
I047411,20230526,P0058,125,4728,2010
I047412,20250720,P0057,95,4065,1965
I047413,20250704,P0067,108,2313,3990
I047414,20250713,P0413,102,3187,172
I047415,20240727,P0045,26,4657,1401
I047416,20220630,P0422,108,148,3618
I047417,20221022,P0303,81,937,970
I047418,20240927,P0182,143,215,1752
I047419,20250918,P0230,17,2565,369
I047420,20250101,P0026,134,2534,1839
I047421,20240604,P0445,137,1540,1549
I047422,20230701,P0432,52,4584,1334
I047423,20241225,P0274,71,2919,111
I047424,20230202,P0372,44,3381,1290
I047425,20221030,P0303,118,3458,1018
I047426,20221127,P0051,116,657,1910
I047427,20250802,P0352,100,2842,2396
I047428,20251005,P0127,30,3359,3604
I047429,20240823,P0207,41,4586,2710
I047430,20240810,P0304,18,741,669
I047431,20230213,P0365,14,4088,118
I047432,20230915,P0246,107,1181,428
I047433,20230602,P0347,21,2558,3816
I047434,20220206,P0448,145,4642,258
I047435,20251003,P0189,49,4277,1824
I047436,20250106,P0265,89,4310,2194
I047437,20220219,P0028,58,3955,2259
I047438,20220730,P0092,12,4235,426
I047439,20230923,P0066,27,1039,1304
I047440,20250210,P0396,128,1735,3453
I047441,20220316,P0039,131,1336,1001
I047442,20230913,P0397,102,3447,1330
I047443,20241221,P0087,10,3823,3809
I047444,20240605,P0356,118,2668,1632
I047445,20220622,P0131,43,1206,1600
I047446,20250710,P0397,50,3486,3764
I047447,20250114,P0195,150,1367,699
I047448,20220710,P0447,139,4281,1627
I047449,20240919,P0395,127,4635,1847
I047450,20250106,P0424,15,4205,1250
I047451,20250701,P0462,136,3651,1068
I047452,20250704,P0382,90,3555,3491
I047453,20251008,P0012,130,4884,2130
I047454,20250228,P0127,59,1956,207
I047455,20250617,P0265,24,1847,3412
I047456,20231127,P0087,104,1503,1248
I047457,20220122,P0181,39,1291,2049
I047458,20240522,P0304,68,2045,330
I047459,20250706,P0071,130,2054,2609
I047460,20220717,P0092,135,1496,3107
I047461,20231215,P0229,29,2775,3002
I047462,20251211,P0410,141,2272,1316
I047463,20250712,P0358,47,3124,3677
I047464,20250208,P0453,64,3581,865
I047465,20230927,P0417,92,1482,3728
I047466,20240909,P0481,122,3659,1531
I047467,20230717,P0274,120,3219,657
I047468,20240915,P0077,122,4949,110
I047469,20220403,P0178,10,393,3076
I047470,20230603,P0243,121,2366,696
I047471,20220403,P0013,137,3572,1832
I047472,20220715,P0241,132,2244,1743
I047473,20220403,P0023,60,3685,2679
I047474,20241103,P0089,28,2201,181
I047475,20240105,P0159,106,750,3606
I047476,20230911,P0316,65,360,1632
I047477,20220907,P0072,90,2193,1471
I047478,20250307,P0028,106,2889,2074
I047479,20251026,P0459,59,3944,682
I047480,20220211,P0475,91,1007,3427
I047481,20250820,P0259,119,3058,982
I047482,20240922,P0104,97,3049,615
I047483,20231028,P0483,78,3198,2862
I047484,20220112,P0366,58,2108,2983
I047485,20231024,P0014,82,4603,3176
I047486,20250717,P0461,141,760,70
I047487,20240616,P0430,105,3927,767
I047488,20250616,P0326,69,2807,3804
I047489,20250710,P0171,33,926,2510
I047490,20220328,P0405,135,458,1179
I047491,20250306,P0449,58,628,3769
I047492,20231211,P0484,127,1841,2251
I047493,20240702,P0120,110,867,1350
I047494,20240707,P0152,80,1559,1993
I047495,20220508,P0464,115,4918,3398
I047496,20220607,P0466,51,594,2458
I047497,20220608,P0122,104,4098,2388
I047498,20221204,P0415,38,2430,2625
I047499,20240828,P0439,57,3949,3325
I047500,20250815,P0272,65,4158,2567
I047501,20250226,P0010,146,2530,1177
I047502,20230116,P0024,76,1747,2350
I047503,20220512,P0036,103,3344,3220
I047504,20220412,P0360,35,3773,3963
I047505,20230323,P0364,53,3973,1027
I047506,20231215,P0146,144,2451,2360
I047507,20230922,P0439,102,4140,3499
I047508,20230705,P0250,56,2612,3890
I047509,20220207,P0459,2,2076,1852
I047510,20251022,P0283,12,4288,2613
I047511,20250610,P0048,112,1017,2924
I047512,20240331,P0175,116,3832,3080
I047513,20240427,P0156,4,3343,1582
I047514,20240803,P0260,22,2786,3286
I047515,20230724,P0424,33,612,1501
I047516,20250818,P0266,40,2337,322
I047517,20250208,P0090,58,361,1592
I047518,20240918,P0355,10,4042,1116
I047519,20240307,P0135,40,1284,1353
I047520,20221220,P0180,41,2097,2819
I047521,20240423,P0347,81,2554,538
I047522,20230113,P0136,66,3105,1230
I047523,20231118,P0035,15,222,1961
I047524,20231218,P0137,60,2565,3763
I047525,20240206,P0442,51,4326,1190
I047526,20251205,P0115,126,3537,2360
I047527,20230729,P0386,148,180,1658
I047528,20240429,P0056,147,353,1431
I047529,20230104,P0098,15,324,1456
I047530,20231209,P0120,138,4139,522
I047531,20230608,P0267,67,4176,3606
I047532,20231228,P0335,36,1891,3344
I047533,20230327,P0032,54,2145,1584
I047534,20240330,P0367,150,4893,1203
I047535,20241028,P0089,65,3867,1097
I047536,20220912,P0018,42,4714,2095
I047537,20240420,P0122,114,889,3596
I047538,20230612,P0357,131,218,827
I047539,20231228,P0028,121,3883,2645
I047540,20251113,P0157,87,2797,1304
I047541,20250117,P0067,148,296,1845
I047542,20251019,P0476,9,4910,574
I047543,20220503,P0117,128,2854,1965
I047544,20240713,P0248,48,3168,894
I047545,20231203,P0358,69,3723,2765
I047546,20240510,P0355,69,3112,3202
I047547,20240314,P0455,5,474,2648
I047548,20240502,P0094,102,283,3899
I047549,20230628,P0031,97,334,1331
I047550,20231017,P0376,142,1850,2272
I047551,20220407,P0390,86,2490,3853
I047552,20250402,P0188,146,163,2291
I047553,20231004,P0153,16,664,1177
I047554,20240101,P0058,138,4530,1469
I047555,20221130,P0169,128,4182,651
I047556,20250418,P0212,34,3501,2988
I047557,20250509,P0353,122,3466,828
I047558,20230420,P0016,128,1977,1824
I047559,20250705,P0473,63,3617,2028
I047560,20240210,P0157,86,640,2466
I047561,20240528,P0438,26,1765,2085
I047562,20250413,P0463,107,1662,727
I047563,20250125,P0062,122,3109,2551
I047564,20220707,P0322,150,1130,2768
I047565,20240811,P0096,4,2276,1426
I047566,20251129,P0079,67,697,635
I047567,20221030,P0367,49,4035,697
I047568,20220119,P0039,62,879,672
I047569,20230519,P0465,21,3743,3548
I047570,20250731,P0001,137,1396,2651
I047571,20231027,P0441,35,3822,3458
I047572,20250805,P0153,84,4617,2558
I047573,20220420,P0054,59,2072,401
I047574,20230821,P0452,115,1902,3814
I047575,20231016,P0383,144,2101,1015
I047576,20240501,P0368,17,849,235
I047577,20250118,P0436,133,2494,2825
I047578,20250530,P0107,104,3382,113
I047579,20221126,P0369,121,2708,2342
I047580,20220824,P0491,128,2906,1884
I047581,20221114,P0219,74,2633,1086
I047582,20250924,P0217,56,4003,1460
I047583,20220623,P0051,44,1701,2485
I047584,20220423,P0299,132,735,1653
I047585,20230611,P0217,134,2542,3006
I047586,20250131,P0456,130,1896,1284
I047587,20220715,P0358,87,4242,2558
I047588,20220601,P0132,75,3469,2616
I047589,20220323,P0105,110,3313,2951
I047590,20220512,P0155,125,4217,2533
I047591,20220516,P0439,121,892,2804
I047592,20250321,P0246,2,731,1192
I047593,20220326,P0036,135,4129,1394
I047594,20240228,P0386,82,690,2756
I047595,20250625,P0125,41,4744,1931
I047596,20230313,P0265,71,1023,1805
I047597,20230420,P0274,137,3418,1834
I047598,20240310,P0229,31,3548,3980
I047599,20220318,P0081,110,2553,1436
I047600,20221213,P0039,150,4249,3331
I047601,20230816,P0257,122,3584,962
I047602,20220723,P0252,73,4556,2787
I047603,20220419,P0484,52,2871,1408
I047604,20241008,P0307,2,4501,626
I047605,20220623,P0402,80,3725,3200
I047606,20240921,P0195,43,4567,3483
I047607,20221218,P0118,57,2204,2130
I047608,20250124,P0070,128,182,1010
I047609,20240512,P0332,146,4801,2638
I047610,20250720,P0006,67,4647,1650
I047611,20250411,P0439,3,3619,2889
I047612,20241216,P0299,71,2647,3967
I047613,20220901,P0330,107,4756,1143
I047614,20251128,P0339,1,4668,1445
I047615,20250914,P0453,45,4187,2982
I047616,20220502,P0398,101,4800,204
I047617,20250702,P0468,41,3604,2830
I047618,20230820,P0037,118,3635,676
I047619,20221209,P0479,147,324,2800
I047620,20220826,P0105,84,575,1749
I047621,20241209,P0172,38,3969,3463
I047622,20230207,P0359,139,4444,842
I047623,20251220,P0035,131,1304,3059
I047624,20250918,P0293,43,3663,1794
I047625,20250126,P0497,65,2554,314
I047626,20220628,P0255,132,1845,1494
I047627,20250119,P0378,19,286,2833
I047628,20221111,P0449,31,4448,1422
I047629,20220808,P0484,134,1165,3685
I047630,20250327,P0399,83,4391,3899
I047631,20220805,P0361,63,2342,3188
I047632,20240609,P0492,113,588,2548
I047633,20250906,P0283,90,1113,3247
I047634,20230913,P0114,30,3907,1846
I047635,20250408,P0018,135,2498,1735
I047636,20241017,P0408,102,1951,1326
I047637,20250730,P0199,38,3852,1494
I047638,20230219,P0353,22,1382,304
I047639,20251002,P0136,110,3364,648
I047640,20251109,P0048,35,3009,538
I047641,20240510,P0263,94,2223,3048
I047642,20241006,P0438,92,2854,541
I047643,20220910,P0282,31,4433,3365
I047644,20221020,P0202,24,3571,133
I047645,20240812,P0110,61,418,3680
I047646,20240526,P0070,42,2039,3711
I047647,20250326,P0042,114,4861,3372
I047648,20220806,P0215,102,2870,1445
I047649,20221011,P0153,129,1092,256
I047650,20240813,P0337,26,3103,1770
I047651,20241231,P0221,134,500,1827
I047652,20251202,P0083,136,1509,472
I047653,20221226,P0404,15,190,3624
I047654,20220411,P0234,108,3911,2533
I047655,20230223,P0407,78,3478,2585
I047656,20220215,P0251,112,863,2952
I047657,20250720,P0432,65,3274,1433
I047658,20230726,P0125,40,3011,598
I047659,20230917,P0415,49,1263,1053
I047660,20250705,P0382,130,4622,1973
I047661,20231103,P0473,145,3451,2706
I047662,20230110,P0260,79,1347,3624
I047663,20240821,P0326,59,3752,3641
I047664,20240918,P0281,8,2630,3785
I047665,20250105,P0449,47,1661,136
I047666,20220920,P0251,86,2703,1827
I047667,20250508,P0303,7,4351,2160
I047668,20250317,P0457,146,3185,682
I047669,20230609,P0348,59,2565,1340
I047670,20231102,P0324,49,130,483
I047671,20240225,P0272,115,2634,3263
I047672,20220926,P0008,4,1813,521
I047673,20250618,P0177,56,195,3290
I047674,20230714,P0200,11,3432,3193
I047675,20250527,P0348,67,3575,502
I047676,20231123,P0376,85,774,3748
I047677,20240814,P0042,127,1853,3412
I047678,20240119,P0472,124,4516,1991
I047679,20220718,P0129,23,2822,2698
I047680,20250108,P0113,89,4177,2594
I047681,20240414,P0386,90,4580,1128
I047682,20230909,P0259,116,2673,252
I047683,20250629,P0356,43,4086,2891
I047684,20230816,P0312,8,1682,2426
I047685,20230516,P0338,29,3352,306
I047686,20220918,P0195,57,4416,3905
I047687,20231018,P0433,10,188,3390
I047688,20220608,P0477,115,2816,819
I047689,20220525,P0442,39,3996,2261
I047690,20231222,P0245,115,1020,2920
I047691,20251005,P0286,87,3842,709
I047692,20250603,P0138,24,660,348
I047693,20230626,P0323,60,2836,781
I047694,20230905,P0447,11,4769,2314
I047695,20250925,P0216,91,1558,3842
I047696,20231109,P0127,146,656,2526
I047697,20220417,P0031,16,1351,739
I047698,20220318,P0445,120,2422,2073
I047699,20221023,P0304,80,152,464
I047700,20230411,P0385,36,4114,878
I047701,20240811,P0223,149,3042,1473
I047702,20220906,P0240,54,2288,368
I047703,20250708,P0312,27,3558,3222
I047704,20231208,P0421,131,2747,1992
I047705,20240701,P0348,3,3332,1240
I047706,20230110,P0496,98,1304,1565
I047707,20240515,P0406,121,4461,665
I047708,20221019,P0085,70,225,1892
I047709,20241102,P0202,66,1146,3252
I047710,20230726,P0067,133,1837,1821
I047711,20240626,P0268,34,1185,3573
I047712,20220506,P0073,47,3970,2180
I047713,20250628,P0108,69,4469,3624
I047714,20221001,P0327,29,3881,1176
I047715,20240715,P0449,137,4053,758
I047716,20240228,P0408,138,917,2137
I047717,20250929,P0474,135,4956,1236
I047718,20251206,P0332,135,218,447
I047719,20221127,P0243,137,2445,1081
I047720,20250227,P0330,53,4717,1460
I047721,20241016,P0146,112,4022,2462
I047722,20250602,P0102,130,4085,2190
I047723,20250618,P0213,5,3387,3074
I047724,20241114,P0392,96,4145,1179
I047725,20240625,P0251,144,2479,3704
I047726,20250330,P0447,13,1931,2773
I047727,20251012,P0392,148,2060,521
I047728,20241225,P0312,85,4844,2137
I047729,20230303,P0075,29,3379,2623
I047730,20250228,P0360,112,1590,1872
I047731,20251208,P0336,69,672,2808
I047732,20220923,P0259,76,128,1606
I047733,20240422,P0030,11,994,1664
I047734,20250930,P0275,13,630,2271
I047735,20251023,P0050,136,1885,2062
I047736,20220516,P0238,86,3420,1007
I047737,20250419,P0367,117,245,655
I047738,20221126,P0284,4,1754,149
I047739,20250713,P0231,85,3179,1151
I047740,20221018,P0060,3,3363,999
I047741,20250302,P0448,91,4684,3888
I047742,20230219,P0343,137,1761,3764
I047743,20230208,P0385,137,1461,3889
I047744,20240801,P0451,4,1404,438
I047745,20250928,P0099,57,168,2469
I047746,20241105,P0427,36,1257,180
I047747,20230324,P0045,1,1703,1366
I047748,20250722,P0232,89,1367,308
I047749,20231201,P0306,21,2567,1861
I047750,20250501,P0443,76,1984,1836
I047751,20220118,P0059,76,563,1616
I047752,20250417,P0112,41,4211,1419
I047753,20230207,P0143,30,3386,3423
I047754,20251217,P0290,88,3473,3616
I047755,20231202,P0073,106,1250,3272
I047756,20250928,P0441,119,2001,2650
I047757,20240406,P0412,84,4662,3293
I047758,20240212,P0108,123,4490,212
I047759,20240303,P0150,110,3893,3083
I047760,20251215,P0282,107,1946,3659
I047761,20221123,P0336,69,940,3751
I047762,20220626,P0062,10,4142,2151
I047763,20241024,P0050,63,3338,2454
I047764,20240303,P0461,138,4974,2678
I047765,20240311,P0325,66,4825,3891
I047766,20240525,P0487,34,1766,383
I047767,20251204,P0020,96,515,2500
I047768,20220423,P0161,108,1603,2820
I047769,20221130,P0449,96,1453,1130
I047770,20221104,P0151,72,2177,2910
I047771,20251123,P0408,148,4308,1057
I047772,20220823,P0337,150,4693,1621
I047773,20221227,P0435,53,4897,2743
I047774,20220704,P0336,3,716,2147
I047775,20240907,P0441,30,1308,3319
I047776,20220629,P0075,7,3203,1817
I047777,20231220,P0101,57,3810,2092
I047778,20251003,P0227,54,4212,1206
I047779,20220428,P0286,87,3459,929
I047780,20220903,P0252,20,3322,3435
I047781,20230730,P0186,52,4757,966
I047782,20240328,P0230,50,4835,1987
I047783,20230219,P0382,103,2211,3673
I047784,20231001,P0274,19,1199,1162
I047785,20230520,P0010,20,4537,3236
I047786,20250916,P0028,52,4487,3603
I047787,20240521,P0196,52,2509,3952
I047788,20240603,P0444,56,1072,3987
I047789,20250505,P0358,51,4962,2527
I047790,20231027,P0478,101,3781,142
I047791,20250106,P0221,141,226,257
I047792,20250314,P0479,30,1810,3224
I047793,20221014,P0152,26,356,331
I047794,20240419,P0482,42,1024,849
I047795,20220720,P0334,132,3167,1745
I047796,20230521,P0020,112,3644,3189
I047797,20241013,P0152,129,807,2745
I047798,20241002,P0347,17,822,2289
I047799,20221225,P0417,104,884,2722
I047800,20241021,P0279,104,664,2469
I047801,20250825,P0170,140,4445,1007
I047802,20250913,P0257,59,3234,3426
I047803,20251018,P0387,108,3811,2539
I047804,20241001,P0207,60,4893,1589
I047805,20240918,P0033,121,2288,2713
I047806,20230831,P0148,143,675,3685
I047807,20230811,P0338,149,3770,1433
I047808,20230616,P0258,128,2289,2002
I047809,20240629,P0478,72,4638,2306
I047810,20250403,P0118,60,1397,3403
I047811,20240417,P0266,149,4874,3539
I047812,20220718,P0091,97,1098,3250
I047813,20220513,P0137,44,1971,3324
I047814,20220523,P0036,23,1854,3529
I047815,20240313,P0168,12,2157,1319
I047816,20221107,P0076,145,3351,1170
I047817,20240517,P0388,87,3743,397
I047818,20221105,P0417,41,4319,693
I047819,20250723,P0386,103,4222,1035
I047820,20240502,P0380,141,4586,1171
I047821,20221124,P0271,24,459,134
I047822,20250208,P0500,86,3709,3616
I047823,20220330,P0075,55,1539,1018
I047824,20220124,P0466,9,2350,1574
I047825,20230213,P0299,89,818,2205
I047826,20251109,P0421,118,2382,1032
I047827,20250510,P0191,1,1088,3249
I047828,20230627,P0388,92,3390,1553
I047829,20220919,P0082,137,746,1974
I047830,20250211,P0097,135,629,456
I047831,20220929,P0058,7,3473,1981
I047832,20250309,P0345,16,2597,320
I047833,20240913,P0050,5,1367,382
I047834,20251006,P0179,18,4836,74
I047835,20220211,P0481,12,3652,1108
I047836,20230414,P0346,78,3080,3394
I047837,20250707,P0290,115,3103,3143
I047838,20230725,P0017,49,1450,380
I047839,20240327,P0465,144,2264,2401
I047840,20231018,P0121,126,883,3383
I047841,20240803,P0056,103,3822,1668
I047842,20240312,P0217,110,3317,2265
I047843,20240727,P0122,85,4002,1059
I047844,20230908,P0389,74,4179,1788
I047845,20240818,P0280,95,287,3369
I047846,20230331,P0333,62,3205,2461
I047847,20220905,P0478,150,1019,2251
I047848,20220329,P0287,7,1481,1746
I047849,20230609,P0498,121,3362,1781
I047850,20241028,P0309,126,4920,3652
I047851,20250427,P0200,61,610,527
I047852,20241116,P0134,123,278,1150
I047853,20240317,P0060,32,3855,1285
I047854,20231012,P0331,138,3962,2895
I047855,20220401,P0041,54,2862,1978
I047856,20251014,P0040,34,2133,1072
I047857,20250721,P0189,83,3258,3296
I047858,20241224,P0119,115,925,968
I047859,20220220,P0198,85,4769,1794
I047860,20241014,P0422,49,3058,621
I047861,20250116,P0224,97,3782,1560
I047862,20221001,P0047,46,2437,3511
I047863,20251215,P0134,82,4808,3475
I047864,20251213,P0147,122,3565,567
I047865,20250714,P0245,23,3607,2172
I047866,20221007,P0046,55,245,1128
I047867,20250520,P0176,104,3714,2354
I047868,20240831,P0498,147,2364,2114
I047869,20240216,P0254,32,3891,3662
I047870,20220325,P0429,70,2738,2207
I047871,20240903,P0107,66,2015,141
I047872,20220302,P0421,25,4596,3851
I047873,20250506,P0271,86,2435,1506
I047874,20251212,P0283,91,1247,3383
I047875,20220511,P0363,122,1303,1329
I047876,20240305,P0074,70,504,1581
I047877,20220627,P0237,13,298,1529
I047878,20241117,P0446,32,3067,2811
I047879,20240805,P0417,28,2331,447
I047880,20241020,P0123,93,1448,3862
I047881,20230403,P0102,107,4786,1913
I047882,20250408,P0241,70,3978,2281
I047883,20230509,P0165,79,434,2406
I047884,20230112,P0362,47,921,2007
I047885,20240319,P0184,100,3653,1098
I047886,20221123,P0193,123,1842,3411
I047887,20220826,P0003,64,761,291
I047888,20250428,P0323,124,1944,3047
I047889,20250722,P0376,126,3266,609
I047890,20250411,P0382,90,3152,190
I047891,20220615,P0071,134,3166,1307
I047892,20250809,P0369,124,1581,1643
I047893,20251104,P0019,13,3456,3583
I047894,20240826,P0179,102,1199,2487
I047895,20240824,P0069,63,3328,485
I047896,20220512,P0094,122,4527,656
I047897,20220809,P0188,46,2063,487
I047898,20250328,P0365,91,2240,3503
I047899,20240106,P0439,70,1585,2752
I047900,20230628,P0498,2,2330,3517
I047901,20250105,P0422,81,412,1078
I047902,20221215,P0228,148,4675,741
I047903,20220630,P0347,59,2736,1875
I047904,20230128,P0475,32,2118,3765
I047905,20230708,P0305,65,2393,2291
I047906,20220719,P0354,101,3946,1341
I047907,20220115,P0002,72,1780,1355
I047908,20230318,P0027,82,3747,3097
I047909,20240223,P0281,34,1084,3751
I047910,20240810,P0307,81,3617,3794
I047911,20250527,P0153,9,3723,1343
I047912,20250217,P0001,105,4301,758
I047913,20240621,P0500,150,4517,3670
I047914,20220212,P0310,110,396,218
I047915,20220402,P0208,8,4556,3991
I047916,20230225,P0446,140,847,3800
I047917,20240617,P0451,66,3004,740
I047918,20240502,P0146,125,4959,314
I047919,20240804,P0200,140,4726,1165
I047920,20220802,P0441,87,646,2127
I047921,20250806,P0009,48,751,2674
I047922,20250322,P0061,27,2392,2173
I047923,20230910,P0079,124,3310,2092
I047924,20250530,P0432,62,978,2485
I047925,20220408,P0060,87,728,196
I047926,20221019,P0351,4,976,2427
I047927,20220601,P0236,139,4052,467
I047928,20250225,P0151,147,4464,540
I047929,20231225,P0021,34,2715,1201
I047930,20220210,P0079,1,4701,3760
I047931,20240114,P0480,71,1961,1041
I047932,20240101,P0387,73,2962,3861
I047933,20250219,P0157,18,1472,3656
I047934,20231106,P0391,127,886,2894
I047935,20250829,P0402,48,4405,654
I047936,20230606,P0064,42,918,2064
I047937,20220210,P0107,26,1669,2186
I047938,20240809,P0492,7,1791,221
I047939,20251112,P0341,88,3973,379
I047940,20250917,P0431,21,4919,3211
I047941,20241111,P0362,141,717,99
I047942,20241116,P0349,89,1994,1153
I047943,20220610,P0201,69,1612,860
I047944,20230204,P0479,46,1057,846
I047945,20240815,P0346,92,3227,901
I047946,20250308,P0089,92,4009,1408
I047947,20250619,P0003,76,748,1614
I047948,20230729,P0499,139,1905,1982
I047949,20231106,P0417,78,2614,337
I047950,20231112,P0068,24,806,1889
I047951,20250805,P0044,42,2265,3468
I047952,20221226,P0144,120,2957,3624
I047953,20250503,P0113,118,3135,1485
I047954,20240330,P0288,92,3410,176
I047955,20240313,P0254,18,279,240
I047956,20240108,P0409,5,2619,240
I047957,20221005,P0044,139,4995,2980
I047958,20250517,P0151,19,4225,525
I047959,20240229,P0438,10,4771,1709
I047960,20240411,P0467,141,4805,525
I047961,20220327,P0198,128,2767,682
I047962,20220519,P0093,7,3615,1049
I047963,20230926,P0342,111,1376,2530
I047964,20250930,P0434,79,1062,2826
I047965,20241024,P0215,120,4789,1650
I047966,20220902,P0131,74,4878,3535
I047967,20231107,P0377,23,2489,2618
I047968,20240109,P0415,34,4249,1237
I047969,20251111,P0183,50,123,2983
I047970,20250821,P0183,145,4250,1045
I047971,20241029,P0335,4,3260,2366
I047972,20250803,P0346,77,3099,1736
I047973,20250813,P0279,100,1837,2499
I047974,20250222,P0115,82,559,72
I047975,20240302,P0414,108,2882,250
I047976,20230820,P0089,105,592,1959
I047977,20250221,P0228,139,1560,2894
I047978,20240528,P0169,50,2912,333
I047979,20220705,P0241,66,810,3960
I047980,20250524,P0071,13,688,1767
I047981,20230506,P0280,85,482,3134
I047982,20241017,P0292,36,3999,1800
I047983,20240702,P0094,133,2999,2928
I047984,20250524,P0450,119,1170,2916
I047985,20230320,P0410,55,3663,2754
I047986,20220824,P0185,142,3657,3960
I047987,20220410,P0031,5,234,3907
I047988,20230627,P0294,58,1322,2983
I047989,20230304,P0062,70,1695,2497
I047990,20240925,P0284,74,2960,2017
I047991,20220302,P0259,65,2325,93
I047992,20230919,P0156,12,1231,2047
I047993,20240604,P0265,23,2151,1897
I047994,20230111,P0455,41,456,3573
I047995,20240528,P0305,58,3281,2487
I047996,20250416,P0294,55,2172,3961
I047997,20240715,P0453,64,3926,2488
I047998,20220901,P0348,59,3012,1917
I047999,20240220,P0354,104,3508,2203
I048000,20250318,P0041,46,2465,2786
I048001,20220505,P0473,105,1766,1060
I048002,20231229,P0367,29,2781,257
I048003,20230103,P0136,79,909,971
I048004,20221222,P0161,18,673,2087
I048005,20220617,P0188,15,4086,977
I048006,20250117,P0353,77,1295,55
I048007,20230423,P0382,66,916,2121
I048008,20250531,P0486,86,663,1406
I048009,20230128,P0342,122,824,2501
I048010,20220612,P0157,85,1869,3561
I048011,20231022,P0288,109,1278,1301
I048012,20240319,P0423,55,4678,672
I048013,20240618,P0455,41,1478,3844
I048014,20220120,P0459,142,3009,675
I048015,20220401,P0188,141,3192,2064
I048016,20230707,P0432,98,4408,1626
I048017,20230606,P0050,24,4789,1016
I048018,20250201,P0115,31,1308,3800
I048019,20230211,P0480,92,2040,3943
I048020,20230430,P0285,18,4628,3087
I048021,20250504,P0483,41,1193,3070
I048022,20240509,P0063,15,3225,1747
I048023,20230510,P0412,74,2062,267
I048024,20230107,P0339,139,3120,547
I048025,20220109,P0123,134,1502,3083
I048026,20220904,P0484,88,1689,3615
I048027,20230729,P0338,75,4612,2687
I048028,20250518,P0040,55,2673,3227
I048029,20220129,P0308,80,4471,3228
I048030,20250222,P0368,95,1887,2287
I048031,20231226,P0367,125,4982,3904
I048032,20240909,P0470,150,1210,605
I048033,20230311,P0112,115,4749,307
I048034,20240726,P0456,83,149,2975
I048035,20230402,P0270,12,888,3411
I048036,20250724,P0017,86,311,2539
I048037,20230519,P0407,131,2613,1759
I048038,20221202,P0494,95,2368,1511
I048039,20250727,P0142,20,4749,2461
I048040,20221114,P0105,146,4995,691
I048041,20251205,P0183,50,3046,768
I048042,20250528,P0347,48,4964,3399
I048043,20250930,P0097,65,1390,3235
I048044,20221230,P0143,150,1146,1306
I048045,20221113,P0301,89,4261,1278
I048046,20220204,P0261,45,3818,329
I048047,20250303,P0168,113,2031,1594
I048048,20220413,P0188,67,978,2763
I048049,20250911,P0052,7,3522,1347
I048050,20250808,P0407,58,2164,776
I048051,20240317,P0335,73,2614,3623
I048052,20220907,P0344,102,4208,477
I048053,20230314,P0495,1,3657,3139
I048054,20250711,P0484,112,492,3119
I048055,20230825,P0197,142,2978,998
I048056,20220318,P0354,91,733,2668
I048057,20220927,P0445,113,1122,3654
I048058,20240312,P0437,141,3937,1157
I048059,20240208,P0377,121,4029,3338
I048060,20240324,P0458,136,4177,837
I048061,20221001,P0498,58,2615,2436
I048062,20230107,P0484,130,1951,1997
I048063,20220610,P0217,69,3082,1996
I048064,20250603,P0062,102,2263,1790
I048065,20221210,P0478,99,2034,3464
I048066,20240313,P0373,143,316,3027
I048067,20241110,P0449,104,2849,1872
I048068,20241223,P0054,92,435,3348
I048069,20220513,P0035,4,2171,1527
I048070,20240308,P0347,121,3087,2916
I048071,20240921,P0349,92,2986,294
I048072,20250729,P0323,18,2121,2194
I048073,20251230,P0322,48,4953,2922
I048074,20240602,P0076,101,4940,1859
I048075,20221211,P0475,33,1308,1257
I048076,20221119,P0164,63,3019,3067
I048077,20250508,P0242,132,2281,1075
